ax_mean,ax_std,ax_min,ax_max,ax_median,ax_iqr,ax_rms,ax_range,ax_skew,ax_kurt,ay_mean,ay_std,ay_min,ay_max,ay_median,ay_iqr,ay_rms,ay_range,ay_skew,ay_kurt,az_mean,az_std,az_min,az_max,az_median,az_iqr,az_rms,az_range,az_skew,az_kurt,amag_mean,amag_std,amag_min,amag_max,amag_median,amag_iqr,amag_rms,amag_range,amag_skew,amag_kurt,amag_halfdiff,jerk_mean,jerk_std,jerk_rms,dyn_mean,dyn_std,dyn_rms,dyn_max,dyn_range,dyn_halfdiff,dyn_skew,dyn_kurt,amag_peakcount,dyn_peakcount,pow_0.0_0.5,pow_0.5_3.0,pow_3.0_10.0,dyn_pow_0.0_0.3,dyn_pow_0.3_1.0,dyn_pow_1.0_3.0,dyn_pow_3.0_8.0,dyn_pow_8.0_15.0,avert_mean,avert_std,avert_rms,avert_peakcount,ahoriz_mean,ahoriz_std,ahoriz_rms,ahoriz_peakcount,avert_to_ahoriz_ratio,p_mean,p_std,p_min,p_max,p_median,p_iqr,p_range,p_skew,p_kurt,dpdt_mean,dpdt_std,p_slope,h_mean,h_std,h_min,h_max,h_range,h_slope,dhdt_mean,dhdt_std,dhdt_maxabs,plateau_frac,dhdt_zcr_ps,runlen_climb_s,runlen_descent_s,amag_thirddiff,amag_ma10_mean,amag_ma10_std,amag_ma10_range,amag_ma10_thirddiff,amag_var10_mean,amag_var10_iqr,p_ma30_mean,p_ma30_std,p_ma30_slope,p_ma30_dt1_mean,p_ma30_dt1_std,p_ma30_dt1_posfrac,amag_ratio_0.5_3__0_0.5,dyn_ratio_1_3__0.3_1,dyn_thirddiff,h_thirddiff,ax_r_mean,ax_r_std,ax_r_iqr,ax_r_rms,ax_r_range,ay_r_mean,ay_r_std,ay_r_iqr,ay_r_rms,ay_r_range,az_r_mean,az_r_std,az_r_iqr,az_r_rms,az_r_range,amag_r_mean,amag_r_std,amag_r_iqr,amag_r_rms,amag_r_range,p_r_mean,p_r_std,p_r_iqr,expected,y_true
-0.89994663,1.27594888,-3.31947660,5.25654125,-0.89907509,1.46504116,1.56139338,8.57601833,1.24249852,1.65716326,8.10123920,0.34145275,7.17408180,9.36224270,8.09455299,0.51495308,8.10843182,2.18816090,0.42584902,0.23013586,5.41167879,0.72981966,2.27133489,8.02154827,5.44174194,0.95762622,5.46066904,5.75021315,-0.61072302,1.08292735,9.89444447,0.32169592,8.18190956,12.03111076,9.88212490,0.24063605,9.89967346,3.84920192,0.40266195,6.74343204,-0.02541762,5.53885460,8.87884426,8.87885475,-0.00075252,0.31785488,0.31785578,2.08957148,3.80528831,0.00068075,0.26723239,6.65949106,70.00000000,73.00000000,0.00797763,0.37007961,0.55509752,0.00160520,0.04671960,0.32589668,0.52870178,0.06392612,0.00207308,0.30098683,0.30099395,67.00000000,0.48088038,0.53025347,0.71583146,70.00000000,0.42048162,999.59381104,0.13979657,999.30206299,999.81750488,999.60510254,0.21652292,0.51546669,-0.36417189,-0.82524669,0.02618000,0.04195099,0.02384259,-13.94930744,1.18016732,-15.83764744,-11.48603058,4.35161686,-0.20127851,-0.22703600,0.11487564,0.59240961,0.61000001,0.00000000,0.00000000,8.39999962,-0.03100096,9.89295101,0.01247923,0.04529503,-0.02692414,0.09598222,0.11147867,999.54681396,0.18343887,0.03158446,0.03192805,0.00737850,1.00000000,46.38964844,6.97558784,-0.00038063,-2.66287470,-0.22011785,0.42692018,0.49018863,0.48032561,2.86945295,1.20835459,0.05735356,0.08649629,1.20971501,0.36754379,-0.02913841,0.04169074,0.05470413,0.05086418,0.32847929,1.29641569,0.12655661,0.18654713,1.30257833,1.24031091,7.62295675,0.00647098,0.01002253,0.00008587,0
-0.87154651,1.29264545,-2.96949100,5.25654125,-1.19151485,1.39436126,1.55901432,8.22603226,1.20052266,1.58511245,8.12578869,0.33098492,7.17408180,9.35377884,8.10302162,0.53275585,8.13252640,2.17969656,0.15336780,-0.02344443,5.37355089,0.68574584,3.34167743,8.02154827,5.48295546,1.08049536,5.41712999,4.67987061,-0.21476603,-0.02369437,9.88978958,0.32537562,8.81538391,12.03111076,9.86922836,0.29840657,9.89514065,3.21572757,0.76308340,4.42452526,-0.00620331,5.90881205,9.88564396,9.88564491,-0.00031742,0.32131466,0.32131481,2.09045625,3.11392093,-0.02158964,0.80001956,4.21013737,40.00000000,42.00000000,0.00921133,0.18978268,0.68936259,0.00132494,0.02662209,0.16535039,0.65522707,0.08909782,-0.00815662,0.29852775,0.29863915,42.00000000,0.50331366,0.54273087,0.74019015,31.00000000,0.40346277,999.58575439,0.05940798,999.45874023,999.67248535,999.59124756,0.09357791,0.21376000,-0.55315119,-0.72136921,0.02147850,0.01900992,0.02003412,-13.88155365,0.50152373,-14.61372757,-12.80915451,1.80457294,-0.16912775,-0.20289218,0.09244914,0.34018791,0.74000001,0.00000000,0.00000000,4.40000010,0.00847397,9.89851189,0.00829091,0.03046178,-0.01765179,0.11613832,0.11661819,999.53167725,0.09498236,0.03285865,0.03301880,0.00415326,1.00000000,20.60317612,6.21102190,-0.00599128,-1.14507020,-0.21061543,0.43250671,0.46653980,0.48106229,2.75235105,1.21247816,0.05559529,0.08948661,1.21375203,0.36612204,-0.03131645,0.03917304,0.06172299,0.05015223,0.26733628,1.30058956,0.12488839,0.19632657,1.30657196,1.24031091,7.62258482,0.00274991,0.00433159,0.00059700,0
0.32391503,1.10621977,-3.07539105,5.53964615,-0.13740338,1.38490474,1.15266788,8.61503696,0.68572313,0.17837200,8.28358078,0.31080136,6.98213673,9.27131748,8.33250713,0.45323670,8.28940964,2.28918052,-0.39829126,0.81493223,5.22694397,0.53482062,3.45104814,8.31213474,5.17281961,0.79917318,5.25423384,4.86108685,0.61167336,2.00218105,9.87878513,0.24397096,8.83864975,12.07320786,9.86226082,0.13588738,9.88179779,3.23455834,3.04683113,22.37742233,0.00265715,3.93039322,8.23292255,8.23293018,-0.00871317,0.24184619,0.24200310,2.13754082,3.19042969,0.02367599,2.71224976,20.34361267,52.00000000,51.00000000,0.02740522,0.44017315,0.45441106,0.00518095,0.05230430,0.40417233,0.44243580,0.05035569,0.00029184,0.21523799,0.21523820,66.00000000,0.33045498,0.46683022,0.57195365,60.00000000,0.37632105,1000.01837158,0.09213816,999.81872559,1000.18499756,1000.03100586,0.12555249,0.36629999,-0.55582756,-0.65218407,0.01484775,0.04909336,0.01466567,-17.53277969,0.77756613,-18.93900681,-15.84777546,3.09123111,-0.12376521,-0.13145044,0.18158655,0.89892381,0.88000000,0.00000000,0.00000000,2.79999995,-0.01332443,9.87959766,0.00571970,0.03096553,-0.00410174,0.06070187,0.01672776,999.97467041,0.07438072,0.01272267,0.01260207,0.00464595,1.00000000,16.06165504,7.72732544,0.02030964,-1.73157907,0.18937448,0.37013048,0.46337575,0.41576347,2.88250852,1.23898232,0.05220507,0.07612983,1.24008167,0.38451198,-0.03969134,0.03055147,0.04565254,0.05008788,0.27768818,1.30451298,0.10684831,0.09991989,1.30888140,1.26140225,7.64260864,0.00426494,0.00581164,0.00050208,0
-1.09236729,1.06717312,-3.55786967,3.87298894,-1.67374611,1.55717170,1.52712965,7.43085861,0.80292207,0.44780675,6.82975435,0.66358429,5.60364151,8.43603706,6.53656006,1.30036795,6.86191607,2.83239555,0.35969460,-1.39701736,6.94058943,0.77137214,4.46008396,12.54831886,7.10904932,1.05116737,6.98332262,8.08823490,0.14228423,3.72283220,9.90057087,0.40436172,8.08758163,15.26902866,9.88611889,0.21864150,9.90882492,7.18144751,3.55221820,44.94564438,0.00587404,6.06460667,12.63803577,12.63803577,0.01462627,0.40028286,0.40055001,5.37181187,7.14414883,-0.01137714,3.68656111,46.75131226,47.00000000,46.00000000,0.01629463,0.24733837,0.71458763,0.00923332,0.05750148,0.19559760,0.68859649,0.04540926,0.00085068,0.36976495,0.36976594,55.00000000,0.34633335,0.51743495,0.62264413,53.00000000,0.59386396,1000.08074951,0.04610916,999.91937256,1000.23669434,1000.08245850,0.01919083,0.31731668,-0.27102363,5.20192432,0.00207008,0.07505065,-0.00277174,-18.05908203,0.38909554,-19.37495232,-16.69725990,2.67769241,0.02338929,-0.02477891,0.26746646,1.01475906,0.86000001,0.05000000,1.39999998,1.79999995,-0.01079188,9.89859390,0.00670856,0.04501924,0.00743704,0.13623974,0.10959962,1000.00915527,0.12913808,-0.01787873,-0.02254596,0.02890781,0.11000000,15.17913342,3.40160966,-0.03417565,0.43461335,-0.28449994,0.35706586,0.52101463,0.45654818,2.48629355,0.99478424,0.11146177,0.21842186,1.00100911,0.47575539,0.05820017,0.04406441,0.06004763,0.07299954,0.46203813,1.09998822,0.07622617,0.07692051,1.10262620,0.81384224,7.64549541,0.00213433,0.00088832,0.01603307,0
-0.14719798,0.72328907,-2.28506184,2.72519040,-0.22417319,0.41502696,0.73811537,5.01025200,1.08738232,3.01997495,8.10809231,0.51239091,7.30888271,9.99093151,7.93276930,0.37767091,8.12426662,2.68204951,2.02879763,3.76447821,5.41426611,1.23310399,-0.02545854,6.88913488,5.77310514,0.67763835,5.55291080,6.91459322,-2.75739479,7.62540722,9.86574650,0.22446726,8.89307404,10.78931427,9.86575794,0.25034690,9.86829948,1.89624083,-0.01016369,1.51477098,-0.00775722,5.27061605,7.05529594,7.05530548,-0.00595854,0.22188145,0.22196144,0.93094182,1.96442127,0.01294068,-0.04273849,1.58951747,86.00000000,86.00000000,0.01089264,0.38186806,0.55641264,0.00206914,0.05744767,0.33031741,0.43896174,0.16401599,0.00155903,0.21044518,0.21045096,81.00000000,0.37171671,0.36423877,0.52042598,76.00000000,0.40438211,998.09075928,0.01988712,998.04492188,998.17456055,998.08953857,0.01279876,0.12961668,1.43532503,4.82215309,-0.00229118,0.04308670,-0.00026326,-1.25334823,0.16808699,-1.96151388,-0.86599106,1.09552276,0.00222494,0.01237347,0.13861795,0.48848441,0.93333334,0.08333334,1.20000005,0.80000001,-0.01263415,9.86680222,0.00814581,0.03890086,-0.01402645,0.05531614,0.02818787,998.16625977,0.13603900,-0.01507866,-0.02081217,0.02894326,0.22499999,35.05742645,5.74988317,0.01222253,0.04764497,0.03174460,0.24200554,0.13886403,0.24407868,1.67638206,1.20950568,0.08606592,0.06343710,1.21256399,0.45050189,-0.02899062,0.07044071,0.03870990,0.07617316,0.39499417,1.23447549,0.10843584,0.08169690,1.23922884,0.53449470,7.55338383,0.00092055,0.00059244,0.00944345,0
-0.76541156,0.04019907,-0.91020429,-0.63261849,-0.76611394,0.05067079,0.76646644,0.27758580,-0.07483167,0.47146729,6.79154682,0.09158155,6.55781174,7.01777220,6.79237270,0.13892305,6.79216433,0.45996049,-0.04335688,-0.71695673,7.14619064,0.19060449,6.35573864,7.76606894,7.15425777,0.24755114,7.14873219,1.41033018,-0.16038932,0.33319083,9.88904572,0.17921959,9.17888165,10.47549057,9.89929390,0.23760267,9.89066982,1.29660809,-0.19010353,0.18741432,-0.00668728,4.96566963,6.25970268,6.25970840,0.00135570,0.17675024,0.17675543,0.57973498,1.26777971,-0.00704812,-0.19432358,0.21856168,55.00000000,50.00000000,0.00011284,0.46477997,0.47455338,0.00013342,0.36388624,0.09486650,0.33436993,0.20463179,0.00005260,0.16504544,0.16504544,52.00000000,0.09159087,0.06025572,0.10963412,55.00000000,1.50542057,998.04101562,0.01473552,998.01995850,998.08874512,998.03820801,0.01586208,0.06879000,1.09249437,1.13337195,0.00193000,0.01965460,0.00146006,-0.83261597,0.12455104,-1.23620248,-0.65476179,0.58144063,-0.01234102,-0.01537014,0.06444052,0.17501499,1.00000000,0.00000000,0.00000000,0.00000000,-0.00360421,9.88861942,0.00313721,0.01314558,-0.00007658,0.03133506,0.01331694,998.06024170,0.02609612,0.00432738,0.00441285,0.00272010,1.00000000,4119.04003906,0.26070374,-0.00528025,-0.14676523,-0.17510371,0.01345022,0.01695396,0.17561953,0.09287754,0.98836654,0.01538289,0.02333480,0.98848623,0.07725923,0.06994509,0.01088823,0.01414129,0.07078749,0.08056471,1.00633669,0.01563656,0.02380623,1.00645816,0.07943720,7.55107975,0.00068209,0.00073423,0.00000074,0
-1.23316979,0.05951073,-1.47417808,-1.04001176,-1.23669052,0.09295139,1.23460495,0.43416622,0.11753730,-0.45965624,6.69866085,0.08225302,6.52762175,6.98983288,6.67884922,0.11290709,6.69916582,0.46221101,0.72233725,-0.16450348,7.17170000,0.16707943,6.38580990,7.91745520,7.17223072,0.21308197,7.17364597,1.53164542,0.10341666,1.11885870,9.89174557,0.13281462,9.27122116,10.43609715,9.89149857,0.16912241,9.89263725,1.16487598,0.03629128,0.98121327,-0.00087197,3.61396313,4.57356834,4.57358503,-0.01546467,0.14065459,0.14150219,0.55627054,1.15699196,0.03100993,-0.18086372,1.02918434,55.00000000,62.00000000,0.00013017,0.24517889,0.68007696,0.02220580,0.05799519,0.17842248,0.55510521,0.18181369,0.00027478,0.12540911,0.12540942,59.00000000,0.08157332,0.06200941,0.10246646,66.00000000,1.22390711,998.25164795,0.12354577,998.06561279,998.40875244,998.33245850,0.23646417,0.34314999,-0.32620442,-1.70944560,-0.00797743,0.05085094,-0.01389892,-2.61284781,1.04410827,-3.94054413,-1.04053295,2.90001130,0.11746294,0.07063486,0.30854023,1.18830395,0.88333333,0.00000000,3.40000010,0.00000000,0.00036028,9.89114952,0.00145847,0.00820896,-0.00049584,0.01767604,0.00433373,998.25933838,0.02822049,-0.00393320,-0.00351154,0.00249579,0.09166667,1883.58154297,3.07650518,0.04822816,1.97230840,-0.33161110,0.01991172,0.03110064,0.33220837,0.14526783,0.97276449,0.01381598,0.01896492,0.97286260,0.07763724,0.07140230,0.00954436,0.01217225,0.07203738,0.08749481,1.03047431,0.01167226,0.01637563,1.03054035,0.06914767,7.56083012,0.00571876,0.01094559,0.00000143,0
-1.20627475,0.04892128,-1.34554076,-1.08695078,-1.20300567,0.07359513,1.20726633,0.25859001,-0.14996734,-0.64608639,6.75047445,0.08622506,6.52762175,6.98983288,6.75054073,0.12336722,6.75102520,0.46221101,-0.07635492,-0.57248890,7.12684965,0.14073658,6.73312283,7.45909166,7.11873722,0.20453437,7.12823915,0.72596860,0.01703476,-0.42155337,9.89095497,0.12096012,9.56191254,10.24554443,9.89485645,0.17447831,9.89169502,0.68363249,0.03815408,-0.36387357,-0.00261917,3.26007533,4.09735823,4.09741735,0.00090324,0.11933421,0.11933763,0.35417929,0.67444098,-0.00476053,0.03443046,-0.42463472,20.00000000,20.00000000,0.00017793,0.49773574,0.45911410,0.00007514,0.22683853,0.26479089,0.37579420,0.12934199,0.00002401,0.11199841,0.11199842,20.00000000,0.07516202,0.04881828,0.08962452,28.00000000,1.24964035,998.34637451,0.01175244,998.33038330,998.38037109,998.34448242,0.01735833,0.04999000,0.65590799,-0.03064654,0.00441267,0.01676361,0.00305313,-3.41328430,0.09931251,-3.70070314,-3.27827072,0.42243239,-0.02580006,-0.02645652,0.05226126,0.14781509,1.00000000,0.00000000,0.00000000,0.00000000,-0.00122790,9.89130306,0.00132191,0.00670510,0.00050460,0.01570937,0.00074268,998.28350830,0.01639364,-0.00567836,-0.00556805,0.00038743,0.00000000,2797.39379883,1.16731012,-0.00123409,-0.16905105,-0.32261229,0.01636859,0.02462422,0.32302725,0.08652172,0.98146760,0.01448316,0.02072190,0.98157448,0.07763724,0.06884023,0.00803954,0.01168397,0.06930809,0.04147075,1.03560781,0.01245905,0.01933238,1.03568268,0.06886102,7.56521416,0.00054400,0.00080349,0.00000626,0
-1.27916467,0.03933674,-1.47417808,-1.04001176,-1.28230596,0.04998125,1.27976942,0.43416622,0.36354670,3.74156928,6.66639233,0.05149865,6.54530048,6.80622005,6.66415167,0.07188991,6.66659117,0.26091951,0.24628289,-0.32396123,7.19803286,0.15929192,6.65183353,7.80532360,7.20221901,0.19885705,7.19979525,1.15348995,0.13478622,0.65304285,9.89449406,0.13145672,9.47203636,10.35265446,9.89873409,0.16583882,9.89536762,0.88061833,0.08474221,0.47763440,-0.00139179,3.85472107,4.86123896,4.86125088,-0.01963852,0.13583043,0.13724278,0.45640364,0.87021518,0.04354864,0.16260113,0.31753299,26.00000000,24.00000000,0.00121473,0.18001659,0.72359014,0.02609741,0.03305260,0.14042488,0.57116061,0.22424673,0.00181711,0.12490038,0.12491360,29.00000000,0.08135498,0.05918688,0.10060676,26.00000000,1.24160242,998.26202393,0.13745880,998.06561279,998.40875244,998.34936523,0.28219166,0.34314999,-0.41607037,-1.65179646,-0.02284933,0.07367919,-0.03935200,-2.70056129,1.16168821,-3.94054413,-1.04053295,2.90001130,0.33257270,0.21017163,0.43633789,1.18830395,0.72000003,0.00000000,3.40000010,0.00000000,-0.00103765,9.89131069,0.00159076,0.00820896,-0.00025382,0.01794657,0.00412236,998.24847412,0.01195858,-0.00411264,-0.00401356,0.00120821,0.00000000,148.19422913,4.24852753,0.06433350,2.32907724,-0.34700057,0.01316169,0.01672324,0.34725007,0.14526783,0.96734440,0.00865019,0.01207530,0.96738309,0.04382646,0.07290654,0.00909951,0.01135965,0.07347220,0.06589279,1.03039968,0.00934995,0.01324455,1.03044200,0.05605571,7.56131029,0.00636277,0.01306225,0.00000183,0
-1.21112156,0.02926579,-1.33018661,-1.11266363,-1.21026385,0.04021949,1.21147513,0.21752295,-0.14635652,0.11615492,6.17969704,0.03348000,6.02651262,6.28288698,6.17999792,0.04610134,6.17978764,0.25637442,-0.12328450,0.10480122,7.62461138,0.13600394,7.20607615,8.15985680,7.62651587,0.17337169,7.62582397,0.95378059,0.07408679,0.27100563,9.88925934,0.11486697,9.55034351,10.31099319,9.88836384,0.14630504,9.88992596,0.76064980,0.11422569,0.20672992,0.00137556,3.62554026,4.57010651,4.57011175,0.00598489,0.11499649,0.11515212,0.40766835,0.74948466,-0.00907686,0.15780945,0.18232909,56.00000000,53.00000000,0.00012602,0.10760280,0.80650324,0.00509119,0.01757631,0.08753511,0.67141312,0.20972039,0.00046387,0.11024117,0.11024215,60.00000000,0.06482524,0.04495868,0.07888976,56.00000000,1.39742029,998.77380371,0.19841294,998.52038574,999.11724854,998.79278564,0.39650959,0.59684336,0.08698870,-1.35510767,0.02994633,0.01945882,0.03399616,-7.02459669,1.67607570,-9.92562962,-4.88399696,5.04163265,-0.28717965,-0.24258371,0.14135474,0.46918416,0.64999998,0.00000000,0.00000000,14.60000038,-0.00116892,9.88870335,0.00088381,0.00451782,-0.00073308,0.01227143,0.00186958,998.81079102,0.15185384,0.02622604,0.02559682,0.00457929,1.00000000,853.87530518,4.98028851,-0.01644108,-3.90477657,-0.32423398,0.00979205,0.01345705,0.32438183,0.07278109,0.88559449,0.00562361,0.00774361,0.88561237,0.04306302,0.09727472,0.00776919,0.00990381,0.09758449,0.05448444,0.94816238,0.00660570,0.00891871,0.94818538,0.05065953,7.58500004,0.00918425,0.01835386,0.00000076,0
-1.21476793,0.02665555,-1.32217717,-1.13236821,-1.21442378,0.03153199,1.21506035,0.18980899,-0.29977110,1.02887297,6.11165571,0.04746129,5.99343395,6.29928493,6.10873461,0.06169578,6.11184025,0.30585077,0.54203176,0.67904967,7.67593718,0.12226322,7.09830427,8.21082973,7.67982388,0.13830383,7.67691088,1.11252487,-0.34672168,2.22850752,9.88710117,0.10565060,9.43007946,10.42132378,9.88501358,0.12695104,9.88766479,0.99124372,0.07309256,2.40878105,-0.00055065,3.30330348,4.44445801,4.44458437,-0.01455380,0.10845520,0.10942735,0.53520101,0.98185819,0.02602729,0.20405208,1.95961237,28.00000000,23.00000000,0.00037743,0.20597222,0.67526752,0.02985090,0.06662174,0.12930001,0.56725943,0.19385715,-0.00103061,0.10066974,0.10067502,28.00000000,0.05682425,0.04280249,0.07114105,28.00000000,1.41514671,999.42291260,0.02536616,999.37872314,999.46771240,999.42944336,0.03828209,0.08898333,-0.23896113,-1.02182233,0.00239167,0.01860284,0.00453667,-12.50687504,0.21416774,-12.88466072,-12.13337231,0.75128859,-0.03830304,-0.01414466,0.11053979,0.19511807,1.00000000,0.00000000,0.00000000,0.00000000,-0.00071753,9.88823891,0.00104058,0.00542925,0.00067065,0.01083283,0.00632256,999.43786621,0.00179160,0.00048167,0.00027431,0.00083061,0.63999999,545.72473145,1.94080830,0.03675206,-0.24505237,-0.32545400,0.00891869,0.01055030,0.32557619,0.06350826,0.87416571,0.00797204,0.01036299,0.87420207,0.05137353,0.10020671,0.00698425,0.00790057,0.10044981,0.06355266,0.93821228,0.00877308,0.01157829,0.93825328,0.05867412,7.61504745,0.00117416,0.00177202,0.00000240,0
-1.23284531,0.03486159,-1.35247684,-1.15158105,-1.23094487,0.04594489,1.23333812,0.20089580,-0.27589664,0.01636384,6.14997387,0.04042290,6.02127218,6.29928493,6.15102005,0.05093676,6.15010691,0.27801272,0.01430174,0.41942015,7.64545393,0.15418147,7.09830427,8.21082973,7.65451097,0.19611752,7.64700842,1.11252487,-0.12281023,0.70956933,9.88959789,0.13241665,9.43007946,10.42132378,9.89427280,0.17327093,9.89048386,0.99124372,-0.04593882,0.69123989,-0.00065856,3.94471025,5.21405697,5.21405697,-0.00062448,0.13106443,0.13106592,0.53173280,0.98203599,0.00087651,-0.01560237,0.63768339,27.00000000,28.00000000,0.00022937,0.14300938,0.78670454,0.00006749,0.02246761,0.11813434,0.66590828,0.18744671,0.00028055,0.12680060,0.12680089,29.00000000,0.07268579,0.05208563,0.08942112,31.00000000,1.41801965,999.45782471,0.01289573,999.43621826,999.47869873,999.45404053,0.02388542,0.04250000,0.22479984,-1.40324080,0.00112667,0.01114295,-0.00033538,-12.80134010,0.10887583,-12.97767067,-12.61885262,0.35881862,0.00283152,-0.02161312,0.07341420,0.11915021,1.00000000,0.00000000,0.00000000,0.00000000,-0.00247769,9.88875008,0.00121428,0.00643891,-0.00009069,0.01590161,0.00211084,999.44110107,0.00068713,0.00019242,0.00031411,0.00047650,0.74000001,623.49060059,5.25798512,0.00095804,0.02765737,-0.33150256,0.01166435,0.01537272,0.33170769,0.06721780,0.88060200,0.00678980,0.00855581,0.88062817,0.04669759,0.09846535,0.00880757,0.01120316,0.09885848,0.06355266,0.94617337,0.00805357,0.01103133,0.94620764,0.05744166,7.61666203,0.00059692,0.00110562,0.00000145,0
1.82716680,0.42586267,-1.56029141,3.32043910,1.86572278,0.39212301,1.87613904,4.88073063,-2.74062061,14.16036606,9.60557747,0.23632330,8.02381516,10.69829750,9.61417389,0.23222847,9.60848427,2.67448282,-1.64109635,8.71236610,-0.60048360,0.59693736,-4.71857977,1.15074050,-0.50521278,0.22151478,0.84670818,5.86931992,-4.88390017,26.20553970,9.82378864,0.23012112,8.47790813,11.45480728,9.82102585,0.25525543,9.82648373,2.97689962,0.18293881,7.28464365,-0.00451660,6.15830374,8.08591270,8.08593273,0.01632315,0.23356403,0.23413372,1.62685156,2.88253379,-0.02946981,0.54390645,7.31036854,44.00000000,51.00000000,0.00134612,0.33779460,0.57890046,0.01335971,0.12138706,0.20799434,0.29733235,0.35597315,0.00048504,0.23262748,0.23262799,36.00000000,0.29763451,0.32761949,0.44262946,35.00000000,0.52555919,999.43951416,0.05057745,999.37017822,999.73248291,999.44433594,0.04895042,0.36229995,2.62958312,11.49066925,-0.00274201,0.09542498,-0.00549444,-12.64675808,0.42699805,-15.12019444,-12.06160355,3.05859041,0.04638819,0.01869333,0.26568833,1.91961610,0.90833336,0.04166667,2.00000000,1.39999998,-0.00227797,9.82552910,0.01230090,0.07434399,-0.01713360,0.14275317,0.02271059,999.42999268,0.02055620,-0.00289212,-0.00265635,0.00255574,0.10833333,250.93978882,1.71348035,-0.04090627,0.72074515,0.69234806,0.14248954,0.13120058,0.70685858,1.63304543,1.46103716,0.03969505,0.03900725,1.46157634,0.44923094,-0.37258145,0.03409987,0.01265397,0.37413868,0.33528322,1.66487408,0.06346983,0.07188281,1.66608346,0.73875916,7.61581469,0.00234116,0.00226584,0.00005705,0
1.22287238,0.62172407,-1.81636584,3.79712725,1.18578148,0.62812191,1.37184453,5.61349297,-0.07453775,3.59512973,6.52695942,0.67847884,2.55137730,8.45573044,6.67469263,0.34761274,6.56212902,5.90435266,-2.25639963,6.49280596,7.23091078,0.98550826,4.64916086,11.59918594,7.21397686,1.34442866,7.29776001,6.95002460,0.23403117,0.15463045,9.88308144,0.72490323,7.05022430,12.56340122,9.85486126,0.98779577,9.90963078,5.51317644,0.12512556,0.28412053,0.00606962,28.43048859,35.98931503,35.98941040,-0.00730327,0.71891779,0.71895492,2.64452744,5.44652081,0.02121347,0.14789578,0.27642092,63.00000000,66.00000000,0.00031641,0.01975952,0.92202628,0.00025355,0.00352344,0.01597918,0.24649236,0.73206025,0.00436902,0.70183164,0.70184523,68.00000000,0.57473445,0.40438548,0.70274270,63.00000000,0.99872291,999.32592773,0.02837045,999.23828125,999.37872314,999.33209229,0.03999374,0.14039999,-0.41430333,-0.15948634,-0.00283854,0.05624593,-0.00013935,-11.68790531,0.23955244,-12.13337231,-10.94786167,1.18551099,0.00117656,0.03650780,0.21064259,1.14562833,0.95833331,0.04166667,1.20000005,0.80000001,-0.00188482,9.88083363,0.00824106,0.04535259,0.01073116,0.51594722,0.16442840,999.33709717,0.00597742,-0.00025955,0.00006001,0.00241273,0.37500000,62.44870377,4.53510284,0.02311601,-0.01646077,0.49015692,0.20802286,0.21016353,0.53247285,1.87822068,0.94392395,0.11396359,0.05838826,0.95077872,0.99174982,0.07478470,0.05629688,0.07680010,0.09360603,0.39701816,1.08599985,0.12989962,0.09737197,1.09374106,1.20846295,7.61055756,0.00131323,0.00185125,0.00005731,0
-0.17271219,0.22869657,-0.83748311,0.46002308,-0.15366189,0.31789353,0.28658617,1.29750621,-0.15858458,-0.28116125,4.04174662,0.27134347,3.18799686,4.62291622,4.07817841,0.34129214,4.05084467,1.43491924,-0.66059852,0.33380181,8.99669647,0.60669303,7.31523085,10.72785854,8.98414993,0.84895647,9.01712894,3.41262770,0.03089384,-0.39000857,9.87190151,0.58792716,8.11417007,11.42742920,9.86220264,0.82854223,9.88939285,3.31325889,-0.02648475,-0.35310525,0.01513863,24.71264839,30.22831535,30.22873497,0.11710665,0.62243646,0.63335705,1.96186137,3.60913825,-0.21334395,0.16980223,-0.28988454,21.00000000,23.00000000,0.00044185,0.03636792,0.82611001,0.05239800,0.01294950,0.02098856,0.37405539,0.53742868,-0.00212533,0.56946701,0.56947094,22.00000000,0.27838826,0.13969311,0.31147102,20.00000000,1.82832730,999.44079590,0.03097585,999.36370850,999.46081543,999.45581055,0.01227958,0.09712333,-1.68049002,1.13101172,0.00877083,0.02260240,0.00734481,-12.65749073,0.26153168,-12.82674313,-12.00672150,0.82002205,-0.06201283,-0.08880610,0.12202121,0.37550128,0.88000000,0.00000000,0.00000000,1.79999995,0.02978693,9.87344360,0.00417569,0.02415984,-0.00424615,0.45121157,0.22605094,999.40521240,0.00925438,0.00318659,0.00300914,0.00183359,1.00000000,82.30738068,1.62080133,-0.30380225,-0.40135491,0.02320779,0.07651967,0.10636411,0.07996162,0.43413305,0.52648455,0.04557736,0.05732659,0.52845365,0.24102232,0.17565468,0.03465717,0.04849640,0.17904101,0.19494538,0.56167495,0.04726579,0.06158151,0.56366020,0.25627428,7.61587334,0.00143383,0.00056840,0.00000100,0
